symbol,date,label,mode,n_ticks,turnover_usdt,entry_time_utc,entry_price,peak_time_utc,peak_price,max_short_move_pct,max_runup_pct,mfe_after_entry_pct,mae_after_entry_pct,sell_share_after_peak_pct,entry_to_day_end_minutes
EIGENUSDT,2026-03-18,winner,weak,94761,6640840.7586,2026-03-18T05:40:00+00:00,0.21772,2026-03-18T05:00:00+00:00,0.22076,10.414024279760826,3.8681296455478575,9.163145324269701,0.25721109682160803,51.98548947570051,1099.98955
GRASSUSDT,2026-03-18,winner,weak,159183,9931628.9082,2026-03-18T12:30:00+00:00,0.42258,2026-03-18T08:00:00+00:00,0.43652,15.770182351324113,9.285732168339877,12.991622887973875,2.778172180415536,54.5338782928385,689.9627999999999
RVNUSDT,2026-03-18,winner,weak,32993,1855352.621638,2026-03-18T04:05:00+00:00,0.005852,2026-03-18T02:15:00+00:00,0.006091,9.850599244787384,6.85964912280701,6.168831168831172,2.5290498974709448,50.570896950304466,1194.0140833333332
ENJUSDT,2026-03-18,winner,pump,1706668,86479582.2552878,2026-03-18T10:10:00+00:00,0.025556,2026-03-18T09:05:00+00:00,0.029,23.96551724137931,44.264252313202675,13.718891845359208,5.626858663327602,50.47677074135738,829.9999166666668
JTOUSDT,2026-03-27,winner,weak,85943,6486839.97779,2026-03-27T10:40:00+00:00,0.3152,2026-03-27T10:30:00+00:00,0.3243,6.753006475485657,5.189750243269531,4.06091370558375,0.6979695431472194,53.59653710167055,799.9202666666666
STGUSDT,2026-03-27,winner,pump,893253,55926612.61236,2026-03-27T14:30:00+00:00,0.26138,2026-03-27T10:25:00+00:00,0.29769,20.386979744029034,34.09459459459461,9.327416022649022,1.2548779554671379,50.2194029258621,569.8563166666667
ENAUSDT,2026-03-27,extra_candidate,weak,382253,51444781.36558,2026-03-27T07:00:00+00:00,0.09802,2026-03-27T05:15:00+00:00,0.09962,11.272836779763107,3.1583307445376407,9.824525607018977,0.673331973066729,55.05586912404327,1019.9500333333333
