tp_pct,sl_pct,trades,tp_hits,sl_hits,eod,avg_underlying_pnl,median_underlying_pnl,avg_minutes_to_exit,tp_rate,sl_rate,avg_pnl_3x_pct,avg_pnl_5x_pct,avg_pnl_7x_pct,avg_pnl_10x_pct
7.000000000000001,2.5,7,3,3,1,2.336475707034087,2.8553299492385635,337.8726285714286,0.42857142857142855,0.42857142857142855,7.009427121102261,11.682378535170434,16.35532994923861,23.36475707034087
3.0,3.0,7,6,1,0,2.142857142857143,2.999999999999999,212.64165714285716,0.8571428571428571,0.14285714285714285,6.428571428571429,10.714285714285714,15.0,21.428571428571427
6.0,2.0,7,3,3,1,2.1221899927483703,2.8553299492385635,295.5457404761905,0.42857142857142855,0.42857142857142855,6.366569978245111,10.610949963741852,14.855329949238591,21.221899927483705
8.0,1.0,7,2,4,1,2.1221899927483614,-0.9999999999999999,311.3708428571429,0.2857142857142857,0.5714285714285714,6.366569978245084,10.610949963741806,14.85532994923853,21.221899927483612
10.0,1.0,7,0,4,3,2.1105832441372807,-0.9999999999999999,438.23796904761906,0.0,0.5714285714285714,6.331749732411842,10.552916220686404,14.774082708960965,21.105832441372808
12.0,1.0,7,0,4,3,2.1105832441372807,-0.9999999999999999,438.23796904761906,0.0,0.5714285714285714,6.331749732411842,10.552916220686404,14.774082708960965,21.105832441372808
15.0,1.0,7,0,4,3,2.1105832441372807,-0.9999999999999999,438.23796904761906,0.0,0.5714285714285714,6.331749732411842,10.552916220686404,14.774082708960965,21.105832441372808
20.0,1.0,7,0,4,3,2.1105832441372807,-0.9999999999999999,438.23796904761906,0.0,0.5714285714285714,6.331749732411842,10.552916220686404,14.774082708960965,21.105832441372808
3.0,4.0,7,6,1,0,2.0000000000000004,2.999999999999999,215.33246428571428,0.8571428571428571,0.14285714285714285,6.000000000000002,10.000000000000002,14.000000000000004,20.000000000000004
5.0,1.5,7,3,3,1,1.9079042784626594,2.8553299492385635,261.74869523809525,0.42857142857142855,0.42857142857142855,5.723712835387978,9.539521392313297,13.355329949238616,19.079042784626594
6.0,2.5,7,3,3,1,1.907904278462659,2.8553299492385635,302.08081904761906,0.42857142857142855,0.42857142857142855,5.7237128353879765,9.539521392313295,13.355329949238612,19.07904278462659
3.0,5.0,7,6,1,0,1.8571428571428565,2.999999999999999,216.4807880952381,0.8571428571428571,0.14285714285714285,5.571428571428569,9.285714285714283,12.999999999999996,18.571428571428566
7.000000000000001,1.0,7,2,4,1,1.8364757070340805,-0.9999999999999999,301.92094285714285,0.2857142857142857,0.5714285714285714,5.509427121102242,9.182378535170402,12.855329949238563,18.364757070340804
5.0,2.0,7,3,3,1,1.6936185641769401,2.8553299492385635,264.7587523809524,0.42857142857142855,0.42857142857142855,5.08085569253082,8.468092820884701,11.85532994923858,16.936185641769402
4.0,1.5,7,4,3,0,1.64285714285715,3.9999999999999996,194.04959047619045,0.5714285714285714,0.42857142857142855,4.92857142857145,8.214285714285749,11.50000000000005,16.428571428571498
6.0,1.0,7,2,4,1,1.550761421319795,-0.9999999999999999,266.1812428571429,0.2857142857142857,0.5714285714285714,4.652284263959386,7.753807106598975,10.855329949238566,15.50761421319795
5.0,2.5,7,3,3,1,1.4793328498912288,2.8553299492385635,271.293830952381,0.42857142857142855,0.42857142857142855,4.4379985496736865,7.396664249456144,10.355329949238602,14.793328498912288
